STR_GAME_TAGLINE,"Notebook Logic Maze","Mê Cung Suy Luận • Vở Ô Ly","筆記本推理迷宮","笔记本推理迷宫","Laberinto de Lógica Cuadriculada","متاهة المنطق في الدفتر","Logik-Labyrinth im Notizheft","Labyrinthe Logique sur Cahier","नोटबुक तर्क भूलभुलैया","Labirin Logika Buku Tulis","Labirinto Logico su Quaderno","方眼ノートの論理迷路","공책 추리 미로","Labirin Logik Buku Nota","Labirinto Lógico de Caderno","Labirinto Lógico de Caderno","Логический лабиринт в тетради","เขาวงกตตรรกะสมุดกริด","Kareli Defter Mantık Labirenti"
STR_TAG_MAIN_MODE,"MAIN MODE","CHẾ ĐỘ CHÍNH","主模式","主模式","MODO PRINCIPAL","الوضع الرئيسي","HAUPTMODUS","MODE PRINCIPAL","मुख्य मोड","MODE UTAMA","MODALITÀ PRINCIPALE","メインモード","메인 모드","MOD UTAMA","MODO PRINCIPAL","MODO PRINCIPAL","ГЛАВНЫЙ РЕЖИМ","โหมดหลัก","ANA MOD"
STR_MODE_PLAY_TITLE,"PLAY • LEVELS","PLAY • CHỌN MÀN","遊玩 • 關卡","游玩 • 关卡","JUGAR • NIVELES","لعب • المراحل","SPIELEN • LEVEL","JOUER • NIVEAUX","खेलें • स्तर","MAIN • LEVEL","GIOCA • LIVELLI","プレイ • ステージ","플레이 • 레벨","MAIN • TAHAP","JOGAR • NÍVEIS","JOGAR • FASES","ИГРА • УРОВНИ","เล่น • เลือกด่าน","OYNA • BÖLÜMLER"
STR_MODE_PLAY_DESC_1,"Conquer each level","Chinh phục từng cấp độ","征服每個關卡","征服每个关卡","Supera cada nivel","تغلب على كل مرحلة","Meistere jedes Level","Conquérez chaque niveau","प्रत्येक स्तर को जीतें","Taklukkan setiap level","Conquista ogni livello","各ステージを攻略","각 레벨을 정복하세요","Kuasai setiap tahap","Conquista cada nível","Conquiste cada nível","Пройдите каждый уровень","พิชิตแต่ละด่าน","Her bölümü tamamla"
STR_MODE_PLAY_DESC_2,"Choose levels • Beat the clock","Tự do chọn màn • Đua thời gian phá giải","自選關卡 • 限時解謎","自选关卡 • 限时解谜","Elige niveles • Contrarreloj","اختر المراحل • سباق مع الوقت","Freie Wahl • Zeitrennen","Choix libre • Contre-la-montre","स्तर चुनें • समय से मुकाबला","Bebas pilih level • Balap waktu","Scegli livello • Sfida a tempo","自由選択 • タイムアタック","자유 선택 • 타임어택","Pilih tahap • Lawan masa","Escolha livre • Contra o relógio","Escolha livre • Corrida contra o tempo","Выбор уровней • Гонка со временем","เลือกด่านอิสระ • แข่งกับเวลา","Serbest seçim • Zamana karşı yarış"
STR_CURRENT_LEVEL_BADGE,"CURRENT: {0}","MÀN HIỆN TẠI: {0}","當前關卡：{0}","当前关卡：{0}","ACTUAL: {0}","الحالي: {0}","AKTUELL: {0}","ACTUEL : {0}","वर्तमान स्तर: {0}","LEVEL SAAT INI: {0}","ATTUALE: {0}","現在：{0}","현재 레벨: {0}","TAHAP SEMASA: {0}","ATUAL: {0}","FASE ATUAL: {0}","ТЕКУЩИЙ: {0}","ด่านปัจจุบัน: {0}","MEVCUT: {0}"
STR_TAG_ENDLESS_MODE,"ENDLESS MODE","CHẾ ĐỘ VÔ TẬN","無盡模式","无尽模式","MODO INFINITO","الوضع اللانهائي","ENDLOS-MODUS","MODE INFINI","अंतहीन मोड","MODE ENDLESS","MODALITÀ INFINITA","エンドレスモード","무한 모드","MOD TANPA HENTI","MODO INFINITO","MODO INFINITO","БЕСКОНЕЧНЫЙ РЕЖИМ","โหมดไม่มีที่สิ้นสุด","SONSUZ MOD"
STR_MODE_DUNGEON_TITLE,"DUNGEON MODE","DUNGEON MODE","地牢模式","地牢模式","MODO MAZMORRA","وضع الزنزانة","DUNGEON-MODUS","MODE DONJON","कालकोठरी मोड","DUNGEON MODE","MODALITÀ DUNGEON","ダンジョンモード","던전 모드","MOD DUNGEON","MODO DUNGEON","MODO MASMORRA","РЕЖИМ ПОДЗЕМЕЛЬЯ","โหมดดันเจี้ยน","ZİNDAN MODU"
STR_MODE_DUNGEON_DESC_1,"Descend floor by floor","Chinh phục từng tầng","一層層向下探索","一层层向下探索","Asciende piso por piso","النزول طابقاً بعد طابق","Erkunde Stockwerk für Stockwerk","Descendez étage par étage","मंजिल दर मंजिल उतरें","Jelajahi lantai demi lantai","Scendi piano per piano","階層を深く進もう","층마다 깊이 탐험하세요","Turun tingkat demi tingkat","Desce andar por andar","Desça andar por andar","Спускайтесь этаж за этажом","ตะลุยลงไปทีละชั้น","Kat kat aşağıya in"
STR_MODE_DUNGEON_DESC_2,"Save steps to go deeper","Bảo toàn số bước để đi xa nhất","節省步數以走得更遠","节省步数以走得更远","Ahorra pasos para llegar lejos","حافظ على الخطوات للوصول لأبعد","Schritte sparen für maximale Tiefe","Économisez vos pas pour aller loin","गहराई तक जाने के लिए कदम बचाएं","Hemat langkah untuk pergi jauh","Risparmia passi per andare a fondo","歩数を節約して最深部へ","걸음을 아껴 가장 깊은 곳까지","Jimat langkah untuk pergi jauh","Poupa passos para ir mais fundo","Poupe passos para ir mais fundo","Экономьте шаги, чтобы дойти дальше","รักษาจำนวนก้าวเพื่อไปให้ลึกที่สุด","Daha derine inmek için adımlarını koru"
STR_RECORD_FLOOR_BADGE,"RECORD: FLOOR {0}","KỶ LỤC: TẦNG {0}","最高紀錄：第 {0} 層","最高纪录：第 {0} 层","RÉCORD: PISO {0}","الرقم القياسي: الطابق {0}","REKORD: ETAGE {0}","RECORD : ÉTAGE {0}","रिकॉर्ड: मंजिल {0}","REKOR: LANTAI {0}","RECORD: PIANO {0}","最高記録：{0}階","최고 기록: {0}층","REKOD: TINGKAT {0}","RECORDE: PISO {0}","RECORDE: ANDAR {0}","РЕКОРД: ЭТАЖ {0}","สถิติสูงสุด: ชั้น {0}","REKOR: KAT {0}"
STR_TAG_DAILY_MODE,"1 PUZZLE PER DAY","MỖI NGÀY 1 CÂU ĐỐ","每日一謎","每日一谜","1 PUZZLE AL DÍA","لغز واحد يومياً","1 RÄTSEL PRO TAG","1 ÉNIGME PAR JOUR","प्रतिदिन 1 पहेली","1 TEKA-TEKI PER HARI","1 ENIGMA AL GIORNO","毎日1問","하루 1문제","1 TEKA-TEKI SEHARI","1 PUZZLE POR DIA","1 ENIGMA POR DIA","1 ЗАГАДКА В ДЕНЬ","วันละ 1 ปริศนา","HER GÜN 1 BULMACA"
STR_MODE_DAILY_TITLE,"DAILY CHALLENGE","DAILY CHALLENGE","每日挑戰","每日挑战","DESAFÍO DIARIO","التحدي اليومي","TÄGLICHE HERAUSFORDERUNG","DÉFI QUOTIDIEN","दैनिक चुनौती","DAILY CHALLENGE","SFIDA GIORNALIERA","デイリーチャレンジ","일일 챌린지","CABARAN HARIAN","DESAFIO DIÁRIO","DESAFIO DIÁRIO","ЕЖЕДНЕВНЫЙ ВЫЗОВ","ภารกิจประจำวัน","GÜNLÜK MÜCADELE"
STR_MODE_DAILY_DESC_1,"Fresh puzzle every day","Thử thách theo ngày","每日全新的謎題","每日全新的谜题","Un reto nuevo cada día","تحدٍ جديد كل يوم","Täglich ein neues Rätsel","Un défi différent chaque jour","हर दिन नई चुनौती","Tantangan baru setiap hari","Una nuova sfida ogni giorno","毎日新しいパズルに挑戦","매일 새로운 퍼즐 도전","Tantangan baharu setiap hari","Novo desafio a cada dia","Desafio novo a cada dia","Новая головоломка каждый день","ท้าทายปริศนาใหม่ทุกวัน","Her gün yeni bir bulmaca"
STR_MODE_DAILY_DESC_2,"Collect stars & keep streak","Tích lũy sao & duy trì chuỗi Streak","累積星星並保持連勝","积累星星并保持连胜","Gana estrellas y mantén la racha","اجمع النجوم وحافظ على السلسلة","Sterne sammeln & Serie halten","Gagnez des étoiles & tenez la série","सितारे जुटाएं और स्ट्रीक बनाए रखें","Kumpulkan bintang & jaga streak","Raccogli stelle e mantieni la serie","星を集めて連続クリア記録を伸ばそう","별을 모으고 연속 기록을 유지하세요","Kumpul bintang & kekalkan streak","Ganha estrelas e mantém a sequência","Acumule estrelas e mantenha o streak","Собирайте звёзды и держите серию","สะสมดาวและรักษาสถิติต่อเนื่อง","Yıldızları topla ve seriyi sürdür"
STR_STREAK_BADGE,"STREAK: {0} DAYS","STREAK: {0} NGÀY","連勝：{0} 天","连胜：{0} 天","RACHA: {0} DÍAS","سلسلة: {0} أيام","SERIE: {0} TAGE","SÉRIE : {0} JOURS","स्ट्रीक: {0} दिन","STREAK: {0} HARI","SERIE: {0} GIORNI","連続：{0}日","연속: {0}일","STREAK: {0} HARI","SEQUÊNCIA: {0} DIAS","STREAK: {0} DIAS","СЕРИЯ: {0} ДН.","สถิติต่อเนื่อง: {0} วัน","SERİ: {0} GÜN"
STR_BTN_LEADERBOARD,"LEADERBOARD","XẾP HẠNG","排行榜","排行榜","RANKING","لوحة المتصدرين","RANGLISTE","CLASSEMENT","लीडरबोर्ड","PERINGKAT","CLASSIFICA","ランキング","순위표","KEDUDUKAN","CLASSIFICAÇÃO","RANKING","ТАБЛИЦА ЛИДЕРОВ","อันดับ","LİDER TABLOSU"
STR_BTN_HOW_TO_PLAY,"RULES","LUẬT CHƠI","遊戲規則","游戏规则","REGLAS","قواعد اللعب","REGELN","RÈGLES","नियम","CARA MAIN","REGOLE","遊び方","규칙","CARA MAIN","REGRAS","REGRAS","ПРАВИЛА","วิธีเล่น","KURALLAR"
STR_BTN_SETTINGS,"SETTINGS","CÀI ĐẶT","設定","设置","AJUSTES","الإعدادات","EINSTELLUNGEN","OPTIONS","सेटिंग्स","PENGATURAN","IMPOSTAZIONI","設定","설정","TETAPAN","DEFINIÇÕES","CONFIGURAÇÕES","НАСТРОЙКИ","ตั้งค่า","AYARLAR"
STR_MAIN_FOOTER_QUOTE,"~ Each number is a clue • Trace the safe path ~","~ Mỗi con số là một manh mối • Vạch lối thoát an toàn ~","~ 每個數字都是線索 • 描繪安全出口 ~","~ 每个数字都是线索 • 描绘安全出口 ~","~ Cada número es una pista • Traza una ruta segura ~","~ كل رقم هو دليل • ارسم طريق النجاة ~","~ Jede Zahl ist ein Hinweis • Finde den sicheren Pfad ~","~ Chaque chiffre est un indice • Tracez la voie sûre ~","~ प्रत्येक संख्या एक सुराग है • सुरक्षित रास्ता खोजें ~","~ Setiap angka adalah petunjuk • Buat jalur aman ~","~ Ogni numero è un indizio • Traccia la via sicura ~","~ 数字はすべて手掛かり • 安全な道を描こう ~","~ 모든 숫자는 단서 • 안전한 탈출구를 그리세요 ~","~ Setiap nombor ialah petunjuk • Lakarkan laluan selamat ~","~ Cada número é uma pista • Traça o caminho seguro ~","~ Cada número é uma pista • Trace o caminho seguro ~","~ Каждое число — подсказка • Найди безопасный путь ~","~ ทุกตัวเลขคือเบาะแส • วาดเส้นทางสู่อิสรภาพ ~","~ Her sayı bir ipucu • Güvenli yolu çiz ~"
STR_FLOOR_NUM,"FLOOR {0}","TẦNG {0}","第 {0} 層","第 {0} 层","PISO {0}","الطابق {0}","ETAGE {0}","ÉTAGE {0}","मंजिल {0}","LANTAI {0}","PIANO {0}","{0}階","{0}층","TINGKAT {0}","PISO {0}","ANDAR {0}","ЭТАЖ {0}","ชั้น {0}","KAT {0}"
STR_HUD_STEPS_LEFT,"STEPS LEFT","BƯỚC CÒN","剩餘步數","剩余步数","PASOS","الخطوات المتبقية","SCHRITTE","PAS RESTANTS","शेष कदम","SISA LANGKAH","PASSI RIMASTI","残り歩数","남은 걸음","LANGKAH TINGGAL","PASSOS RESTANTES","PASSOS RESTANTES","ОСТАЛОСЬ ШАГОВ","ก้าวที่เหลือ","KALAN ADIM"
STR_HUD_TIME,"TIME","THỜI GIAN","時間","时间","TIEMPO","الوقت","ZEIT","TEMPS","समय","WAKTU","TEMPO","タイム","시간","MASA","TEMPO","TEMPO","ВРЕМЯ","เวลา","SÜRE"
STR_HUD_SCORE,"SCORE","ĐIỂM SỐ","得分","得分","PUNTOS","النقاط","PUNKTE","SCORE","स्कोर","SKOR","PUNTEGGIO","スコア","점수","SKOR","PONTUAÇÃO","PONTOS","СЧЁТ","คะแนน","SKOR"
STR_DUNGEON_HINT_BAR,"🏰 Trace from the stairs down to the pit to delve deeper!","🏰 Vạch đường từ cầu thang tầng trên đến hố thang để tiến xuống tầng sâu hơn!","🏰 從樓梯畫線通往下層洞口以深入地牢！","🏰 从楼梯画线通往下层洞口以深入地牢！","🏰 ¡Traza la ruta de la escalera al pozo para bajar más!","🏰 ارسم مساراً من الدرج إلى الحفرة للنزول أعمق!","🏰 Zeichne den Weg von der Treppe zum Abgrund für die nächste Etage!","🏰 Reliez l'escalier à la trappe pour descendre plus bas !","🏰 सीढ़ियों से नीचे उतरने के लिए गड्ढे तक रास्ता बनाएं!","🏰 Buat jalur dari tangga ke lubang untuk turun lebih dalam!","🏰 Traccia il percorso dalle scale al pozzo per scendere!","🏰 階段から穴まで線を結び、さらに深部へ進もう！","🏰 계단에서 아래로 구멍까지 연결하여 더 깊은 층으로 내려가세요!","🏰 Lakarkan laluan dari tangga ke lubang untuk turun lebih jauh!","🏰 Traça o caminho das escadas ao poço para descer mais fundo!","🏰 Trace o caminho das escadas ao fosso para descer mais fundo!","🏰 Проведите путь от лестницы к люку, чтобы спуститься глубже!","🏰 ลากเส้นจากบันไดสู่หลุมเพื่อลงสู่ชั้นที่ลึกกว่า!","🏰 Daha derine inmek için merdivenden çukura doğru yolu çiz!"
STR_TOOL_DRAW_PATH,"DRAW PATH","VẼ ĐƯỜNG","繪製路線","绘制路线","TRAZAR","رسم المسار","PFAD ZIEHEN","TRACER","रास्ता बनाएं","GAMBAR JALUR","TRACCIA","ルート描画","경로 그리기","LUKIS LALUAN","DESENHAR","TRAÇAR","ПУТЬ","วาดเส้นทาง","YOL ÇİZ"
STR_TOOL_DRAW_PATH_DESC,"Drag from cell","Kéo từ tâm ô","從格點拖曳","从格点拖曳","Arrastra de casilla","اسحب من الخلية","Aus Feld ziehen","Glisser depuis la case","सेल से खींचें","Tarik dari kotak","Trascina da cella","マスからドラッグ","타일에서 드래그","Seret dari petak","Arrasta da casa","Arraste da casa","Тяните из клетки","ลากจากกึ่งกลางช่อง","Hücreden sürükle"
STR_TOOL_MARK_WALL,"MARK WALL","GHI NHỚ","標記牆壁","标记墙壁","MARCAR MURO","تحديد جدار","WAND MARKIEREN","MARQUER MUR","दीवार चिह्नित करें","TANDAI TEMBOK","SEGNALIBRO","壁メモ","벽 표시","TANDA DINDING","MARCAR PAREDE","MARCAR PAREDE","СТЕНА","มาร์กกำแพง","DUVAR İŞARETLE"
STR_TOOL_MARK_WALL_DESC,"Connect 2 Anchors","Nối 2 Anchor","連接 2 個錨點","连接 2 个锚点","Une 2 anclas","صل بين نقطتين","2 Anker verbinden","Relier 2 points","2 एंकर जोड़ें","Hubungkan 2 titik","Collega 2 punti","アンカー同士を結ぶ","앵커 2개 잇기","Sambung 2 pin","Ligar 2 âncoras","Conecte 2 âncoras","Соединить 2 точки","ลากเชื่อม 2 จุดยึด","2 Çapayı Birleştir"
STR_TOOL_UNDO,"UNDO","HOÀN TÁC","復原","撤销","DESHACER","تراجع","ZURÜCK","ANNULER","पूर्ववत","BATAL","ANNULLA","元に戻す","실행 취소","BUAT SEMULA","DESFAZER","DESFAZER","ОТМЕНА","เลิกทำ","GERİ AL"
STR_TOOL_HINT,"HINT","GỢI Ý","提示","提示","PISTA","تلميح","HINWEIS","INDICE","संकेत","PETUNJUK","SUGGERIMENTO","ヒント","힌트","PETUNJUK","PISTA","DICA","ПОДСКАЗКА","คำใบ้","İPUCU"
STR_STAMP_OUT_OF_STEPS,"OUT OF STEPS","HẾT BƯỚC","步數用盡","步数用尽","SIN PASOS","نفدت الخطوات","KEINE SCHRITTE","PLUS DE PAS","कदम समाप्त","HABIS LANGKAH","PASSI FINITI","歩数切れ","걸음 소진","HABIS LANGKAH","SEM PASSOS","SEM PASSOS","НЕТ ШАГОВ","ก้าวหมดแล้ว","ADIM BİTTİ"
STR_GAME_OVER_TITLE,"PATH BROKEN!","ĐỨT ĐOẠN ĐƯỜNG ĐI!","路線中斷！","路线中断！","¡RUTA CORTADA!","المسار مقطوع!","WEG BLOCKIERT!","CHEMIN ROMPU !","रास्ता टूट गया!","JALUR TERPUTUS!","PERCORSO INTERROTTO!","ルート寸断！","경로가 끊어졌습니다!","LALUAN TERPUTUS!","CAMINHO INTERROMPIDO!","CAMINHO INTERROMPIDO!","ПУТЬ ПРЕРВАН!","เส้นทางขาดตอน!","YOL KESİLDİ!"
STR_GAME_OVER_SUBTITLE,"Unable to reach point F safely","Không thể tới được điểm F an toàn","無法安全抵達終點 F","无法安全抵达终点 F","No se pudo llegar al punto F","تعذر الوصول للنقطة F بأمان","Zielpunkt F nicht sicher erreichbar","Impossible d'atteindre F en sécurité","सुरक्षित रूप से बिंदु F तक नहीं पहुंच सके","Gagal mencapai titik F dengan aman","Impossibile raggiungere F al sicuro","ゴール地点Fに到達できませんでした","F 지점에 안전하게 도달하지 못했습니다","Gagal sampai ke titik F dengan selamat","Não foi possível chegar ao ponto F","Não foi possível chegar ao ponto F","Не удалось безопасно дойти до точки F","ไม่สามารถไปถึงจุด F ได้อย่างปลอดภัย","F noktasına güvenle ulaşılamadı"
STR_STAT_DISTANCE_TRAVELED,"Distance Traveled:","Quãng đường đã đi:","已走過距離：","已走过距离：","Distancia recorrida:","المسافة المقطوعة:","Zurückgelegter Weg:","Distance parcourue :","तय की गई दूरी:","Jarak Ditempuh:","Distanza percorsa:","探索した道のり：","이동한 거리:","Jarak Dilalui:","Distância percorrida:","Distância percorrida:","Пройденный путь:","ระยะทางที่เดินได้:","Kat Edilen Mesafe:"
STR_STAT_WALL_COLLISIONS,"Hidden Wall Hits:","Va chạm tường vô hình:","撞擊隱形牆次數：","撞击隐形墙次数：","Choques con muros:","الاصطدام بالجدران:","Wand-Kollisionen:","Murs invisibles heurtés :","अदृश्य दीवार से टकराव:","Tabrakan Tembok Gaib:","Muri invisibili urtati:","見えない壁との衝突：","투명 벽 충돌:","Perlanggaran Dinding Halimunan:","Colisão com paredes:","Batidas em paredes invisíveis:","Столкновения со стенами:","ชนกำแพงล่องหน:","Gizli Duvara Çarpma:"
STR_STAT_CONSOLATION_SCORE,"Consolation Score:","Điểm an ủi tích lũy:","累積安慰積分：","积累安慰积分：","Puntos de consuelo:","نقاط ترضية:","Trostpunkte:","Points de consolation :","सांत्वना अंक:","Poin Hiburan:","Punti di consolazione:","獲得慰労ポイント：","위로 점수:","Mata Sagu Hati:","Pontos de consolação:","Pontos de consolação:","Утешительные очки:","คะแนนปลอบใจสะสม:","Teselli Puanı:"
STR_REVIVE_REWARD_DESC,"Watch Ad for +3 Pencil Steps","Nhận thêm +3 Bước bằng bút chì","觀看廣告獲得 +3 步鉛筆標記","观看广告获得 +3 步铅笔标记","Ver anuncio para +3 pasos","شاهد إعلاناً لكسب +3 خطوات","Video ansehen für +3 Schritte","Regarder pub pour +3 pas","+3 कदम पाने के लिए विज्ञापन देखें","Tonton Iklan dapat +3 Langkah","Guarda spot per +3 passi","動画視聴で鉛筆の歩数 +3 歩","광고 보고 연필 걸음 +3개 획득","Tonton Iklan dapat +3 Langkah","Vê anúncio para +3 passos","Assista ao anúncio para +3 passos","Реклама: +3 шага карандашом","ดูโฆษณาเพื่อรับ +3 ก้าว","Reklam izle ve +3 Adım kazan"
STR_BTN_REVIVE,"REVIVE","HỒI SINH","復活","复活","REVIVIR","إنعاش","WIEDERBELEBEN","RÉANIMER","पुनर्जीवित","REVIVE","RESUSCITA","復活","부활","BANGKIT","REVIVER","REVIVER","ВОЗРОДИТЬСЯ","ฟื้นคืนชีพ","CANLAN"
STR_BTN_BACK_TO_MENU,"MENU","VỀ MENU","返回選單","返回菜单","MENÚ","القائمة","MENÜ","MENU","मेनू","MENU","MENU","メニュー","메뉴","MENU","MENU","MENU","В МЕНЮ","กลับเมนู","MENÜ"
STR_BTN_RETRY_PAGE,"RETRY PAGE ⟲","THỬ LẠI TRANG NÀY ⟲","重試此頁 ⟲","重试此页 ⟲","REINTENTAR ⟲","إعادة المحاولة ⟲","NOCHMAL ⟲","RÉESSAYER ⟲","पुनः प्रयास करें ⟲","COBA LAGI ⟲","RIPROVA ⟲","やり直す ⟲","다시 도전 ⟲","CUBA LAGI ⟲","TENTAR DE NOVO ⟲","TENTAR NOVAMENTE ⟲","ПОВТОРИТЬ ⟲","ลองใหม่อีกครั้ง ⟲","YENİDEN DENE ⟲"
STR_GAME_OVER_TIP,"""Use the Mark tool to flag risky edges as potential walls!""","""Hãy dùng công cụ Ghi Nhớ để cắm cờ các cạnh có nguy cơ là tường!""","「使用標記工具把危險的邊緣標記成牆壁！」","“使用标记工具把危险的边缘标记成墙壁！”","""¡Usa la herramienta Marcar para señalar posibles muros!""","""استخدم أداة التحديد لوضع علامات على الحواف المشبوهة!""","""Nutze das Wand-Tool, um riskante Kanten zu markieren!""","« Utilisez l'outil Mur pour baliser les arêtes dangereuses ! »","""संभावित दीवारों को चिह्नित करने के लिए मार्कर का उपयोग करें!""","""Gunakan alat Tandai untuk memberi bendera pada sisi mencurigakan!""","""Usa lo strumento Segna per evidenziare i muri sospetti!""","「メモ機能を使って壁の疑いがある境界線に目印をつけよう！」","""메모 도구를 사용해 벽이 의심되는 모서리를 표시하세요!""","""Gunakan alat Tanda untuk menandakan sempadan berisiko!""","""Usa a ferramenta Marcar para assinalar possíveis paredes!""","""Use a ferramenta Marcar para sinalizar possíveis paredes!""","«Используйте отметку стен, чтобы пометить опасные грани!»","""ใช้เครื่องมือมาร์กเพื่อปักธงด้านที่มีความเสี่ยงจะเป็นกำแพง!""","""Duvar İşaretleme aracını kullanarak şüpheli kenarları bayrakla!"""
STR_PAUSE_TITLE,"GAME PAUSED","TẠM DỪNG VÁN CHƠI","遊戲暫停","游戏暂停","JUEGO EN PAUSA","اللعبة متوقفة","SPIEL PAUSIERT","JEU EN PAUSE","खेल रुका हुआ है","GAME DIJEDA","GIOCO IN PAUSA","ポーズ中","게임 일시정지","PERMAINAN DIJEDA","JOGO EM PAUSA","JOGO PAUSADO","ИГРА ПРИОСТАНОВЛЕНА","พักเกมชั่วคราว","OYUN DURAKLATILDI"
STR_PAUSE_SUBTITLE,"Sound & Gameplay Settings","Cài đặt âm thanh & trải nghiệm","音效與遊戲體驗設定","音效与游戏体验设置","Ajustes de Sonido y Juego","إعدادات الصوت واللعب","Audio- & Spieleinstellungen","Réglages Son & Gameplay","ध्वनि और अनुभव सेटिंग्स","Pengaturan Audio & Gameplay","Impostazioni Audio & Gioco","サウンド・操作設定","오디오 및 플레이 설정","Tetapan Audio & Pengalaman","Definições de Som e Jogo","Configurações de Áudio e Jogo","Настройки звука и игрового процесса","ตั้งค่าเสียงและการเล่น","Ses ve Oynanış Ayarları"
STR_SETTINGS_AUDIO_SECTION,"AUDIO","ÂM THANH","音效","音效","SONIDO","الصوت","AUDIO","AUDIO","ध्वनि","AUDIO","AUDIO","オーディオ","오디오","AUDIO","ÁUDIO","ÁUDIO","АУДИО","ระบบเสียง","SES"
